v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate
149.6,Nov-25,Nov-25,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
139.8,Nov-25,Nov-25,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
148.6,Nov-25,Nov-25,K02000001,United Kingdom,CP0452,04.5.2 Gas
118.8,Nov-25,Nov-25,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles
133,Nov-25,Nov-25,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
164,Nov-25,Nov-25,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
149.5,Nov-25,Nov-25,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
131.7,Nov-25,Nov-25,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
135.4,Nov-25,Nov-25,K02000001,United Kingdom,CP0112,01.1.2 Meat
152.7,Nov-25,Nov-25,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
118.8,Nov-25,Nov-25,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
139.7,Nov-25,Nov-25,K02000001,United Kingdom,CP06,06 Health
91.3,Nov-25,Nov-25,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
156.1,Nov-25,Nov-25,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
76.9,Nov-25,Nov-25,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
125.2,Nov-25,Nov-25,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
116.3,Nov-25,Nov-25,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
171.9,Nov-25,Nov-25,K02000001,United Kingdom,CP125,12.5 Insurance
165.5,Nov-25,Nov-25,K02000001,United Kingdom,CP0441,04.4.1 Water supply
120.5,Nov-25,Nov-25,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
124,Nov-25,Nov-25,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
123.4,Nov-25,Nov-25,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
152.5,Nov-25,Nov-25,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
167.2,Nov-25,Nov-25,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
141.5,Nov-25,Nov-25,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
211.3,Nov-25,Nov-25,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
126,Nov-25,Nov-25,K02000001,United Kingdom,CP0312,03.1.2 Garments
144.7,Nov-25,Nov-25,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
190.4,Nov-25,Nov-25,K02000001,United Kingdom,CP022,02.2 Tobacco
138.4,Nov-25,Nov-25,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
138,Nov-25,Nov-25,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
118.6,Nov-25,Nov-25,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
139.4,Nov-25,Nov-25,K02000001,United Kingdom,CP00,Overall Index
127.2,Nov-25,Nov-25,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
149.4,Nov-25,Nov-25,K02000001,United Kingdom,CP124,12.4 Social protection
134.2,Nov-25,Nov-25,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
136.1,Nov-25,Nov-25,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
151.5,Nov-25,Nov-25,K02000001,United Kingdom,CP11,11 Restaurants and hotels
147.7,Nov-25,Nov-25,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
82.8,Nov-25,Nov-25,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
138.6,Nov-25,Nov-25,K02000001,United Kingdom,CP0116,01.1.6 Fruit
131.6,Nov-25,Nov-25,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
140.2,Nov-25,Nov-25,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
141.4,Nov-25,Nov-25,K02000001,United Kingdom,CP08,08 Communication
147.1,Nov-25,Nov-25,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
132.9,Nov-25,Nov-25,K02000001,United Kingdom,CP0113,01.1.3 Fish
142,Nov-25,Nov-25,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
136.5,Nov-25,Nov-25,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
129.2,Nov-25,Nov-25,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
112.4,Nov-25,Nov-25,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars
135.8,Nov-25,Nov-25,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
120.6,Nov-25,Nov-25,K02000001,United Kingdom,CP0211,02.1.1 Spirits
159.5,Nov-25,Nov-25,K02000001,United Kingdom,CP096,09.6 Package holidays
118.1,Nov-25,Nov-25,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
123.9,Nov-25,Nov-25,K02000001,United Kingdom,CP121,12.1 Personal care
133.1,Nov-25,Nov-25,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
157.6,Nov-25,Nov-25,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
150.3,Nov-25,Nov-25,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
123.7,Nov-25,Nov-25,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
98.5,Nov-25,Nov-25,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
138.2,Nov-25,Nov-25,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
74.6,Nov-25,Nov-25,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
144.2,Nov-25,Nov-25,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
135.4,Nov-25,Nov-25,K02000001,United Kingdom,CP09,09 Recreation and culture
121.9,Nov-25,Nov-25,K02000001,United Kingdom,CP03,03 Clothing and footwear
148.7,Nov-25,Nov-25,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
153.3,Nov-25,Nov-25,K02000001,United Kingdom,CP073,07.3 Transport services
145.7,Nov-25,Nov-25,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
138.2,Nov-25,Nov-25,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
103,Nov-25,Nov-25,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
157.7,Nov-25,Nov-25,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
194.1,Nov-25,Nov-25,K02000001,United Kingdom,CP0451,04.5.1 Electricity
153.7,Nov-25,Nov-25,K02000001,United Kingdom,CP112,11.2 Accommodation services
107.4,Nov-25,Nov-25,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products
142,Oct-25,Oct-25,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
150.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
155.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
135.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0213,02.1.3 Beer
96.3,Oct-25,Oct-25,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
175,Oct-25,Oct-25,K02000001,United Kingdom,CP0724,07.2.4 Other services
131.8,Oct-25,Oct-25,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
123.8,Oct-25,Oct-25,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
167.2,Oct-25,Oct-25,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
151.8,Oct-25,Oct-25,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
160.3,Oct-25,Oct-25,K02000001,United Kingdom,CP063,06.3 Hospital services
143.6,Oct-25,Oct-25,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
145.3,Oct-25,Oct-25,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
115.8,Oct-25,Oct-25,K02000001,United Kingdom,CP1112,11.1.2 Canteens
165.5,Oct-25,Oct-25,K02000001,United Kingdom,CP0441,04.4.1 Water supply
130.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
164.4,Oct-25,Oct-25,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
146.7,Oct-25,Oct-25,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
114.9,Oct-25,Oct-25,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
103.6,Oct-25,Oct-25,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
124.7,Oct-25,Oct-25,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
137.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0116,01.1.6 Fruit
115.3,Oct-25,Oct-25,K02000001,United Kingdom,CP052,05.2 Household textiles
150.7,Oct-25,Oct-25,K02000001,United Kingdom,CP111,11.1 Catering services
141.8,Oct-25,Oct-25,K02000001,United Kingdom,CP08,08 Communication
146.7,Oct-25,Oct-25,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
121.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0212,02.1.2 Wine
173.1,Oct-25,Oct-25,K02000001,United Kingdom,CP125,12.5 Insurance
143,Oct-25,Oct-25,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
91.2,Oct-25,Oct-25,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
117.7,Oct-25,Oct-25,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
169.1,Oct-25,Oct-25,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
148.6,Oct-25,Oct-25,K02000001,United Kingdom,CP0452,04.5.2 Gas
146.1,Oct-25,Oct-25,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
131.6,Oct-25,Oct-25,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
139.5,Oct-25,Oct-25,K02000001,United Kingdom,CP00,Overall Index
121.4,Oct-25,Oct-25,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
123,Oct-25,Oct-25,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
133.8,Oct-25,Oct-25,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
135.3,Oct-25,Oct-25,K02000001,United Kingdom,CP09,09 Recreation and culture
164,Oct-25,Oct-25,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
190.5,Oct-25,Oct-25,K02000001,United Kingdom,CP022,02.2 Tobacco
140.2,Oct-25,Oct-25,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
152.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
137.6,Oct-25,Oct-25,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
138,Oct-25,Oct-25,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
157.1,Oct-25,Oct-25,K02000001,United Kingdom,CP112,11.2 Accommodation services
139.5,Oct-25,Oct-25,K02000001,United Kingdom,CP062,06.2 Out-patient services
126.3,Oct-25,Oct-25,K02000001,United Kingdom,CP0312,03.1.2 Garments
160,Oct-25,Oct-25,K02000001,United Kingdom,CP073,07.3 Transport services
104.1,Oct-25,Oct-25,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
147.3,Oct-25,Oct-25,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
141,Oct-25,Oct-25,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
126.7,Oct-25,Oct-25,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
123.1,Oct-25,Oct-25,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
110.5,Oct-25,Oct-25,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
123.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
135.7,Oct-25,Oct-25,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
136.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0112,01.1.2 Meat
174.2,Oct-25,Oct-25,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
152,Oct-25,Oct-25,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
151.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
138.5,Oct-25,Oct-25,K02000001,United Kingdom,CP07,07 Transport
140.1,Oct-25,Oct-25,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars
131.6,Oct-25,Oct-25,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
132.3,Oct-25,Oct-25,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
123.8,Oct-25,Oct-25,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
135.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
175.7,Oct-25,Oct-25,K02000001,United Kingdom,CP081,08.1 Postal services
120.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
151.8,Oct-25,Oct-25,K02000001,United Kingdom,CP11,11 Restaurants and hotels
142.9,Oct-25,Oct-25,K02000001,United Kingdom,CP011,01.1 Food
79,Oct-25,Oct-25,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
144.8,Oct-25,Oct-25,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
181.9,Oct-25,Oct-25,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
124.6,Oct-25,Oct-25,K02000001,United Kingdom,CP121,12.1 Personal care
118.3,Oct-25,Oct-25,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
156.8,Oct-25,Oct-25,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
139.7,Oct-25,Oct-25,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
122.2,Oct-25,Oct-25,K02000001,United Kingdom,CP03,03 Clothing and footwear
137.9,Oct-25,Oct-25,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
79.1,Oct-25,Oct-25,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
107.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products
109.5,Oct-25,Oct-25,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
193.9,Oct-25,Oct-25,K02000001,United Kingdom,CP0451,04.5.1 Electricity
156.5,Oct-25,Oct-25,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
72,Oct-25,Oct-25,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
131.7,Oct-25,Oct-25,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
124.9,Oct-25,Oct-25,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
143.3,Oct-25,Oct-25,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
119.9,Oct-25,Oct-25,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
159.4,Oct-25,Oct-25,K02000001,United Kingdom,CP096,09.6 Package holidays
157.3,Oct-25,Oct-25,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
122.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles
158.5,Oct-25,Oct-25,K02000001,United Kingdom,CP0914,09.1.4 Recording media
141.7,Oct-25,Oct-25,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
118,Oct-25,Oct-25,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
126,Oct-25,Oct-25,K02000001,United Kingdom,CP031,03.1 Clothing
127.7,Oct-25,Oct-25,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
121.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0211,02.1.1 Spirits
148.5,Oct-25,Oct-25,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
125.6,Oct-25,Oct-25,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
140.5,Oct-25,Oct-25,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
111.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
132.7,Oct-25,Oct-25,K02000001,United Kingdom,CP0113,01.1.3 Fish
138.5,Oct-25,Oct-25,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
149,Oct-25,Oct-25,K02000001,United Kingdom,CP124,12.4 Social protection
149.8,Oct-25,Oct-25,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
141.2,Oct-25,Oct-25,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
123.2,Oct-25,Oct-25,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
211.4,Oct-25,Oct-25,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
139.9,Oct-25,Oct-25,K02000001,United Kingdom,CP06,06 Health
112.9,Oct-25,Oct-25,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars
144,Oct-25,Oct-25,K02000001,United Kingdom,CP0951,09.5.1 Books
153.3,Oct-25,Oct-25,K02000001,United Kingdom,CP0622,06.2.2 Dental services
152.7,Oct-25,Oct-25,K02000001,United Kingdom,CP10,10 Education
169.3,Oct-25,Oct-25,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
149.3,Oct-25,Oct-25,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
190.5,Oct-25,Oct-25,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
110.3,Oct-25,Oct-25,K02000001,United Kingdom,CP127,12.7 Other services (nec)
152.7,Oct-25,Oct-25,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
123.2,Oct-25,Oct-25,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
133.1,Sep-25,Sep-25,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
107,Sep-25,Sep-25,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
149.1,Sep-25,Sep-25,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
164,Sep-25,Sep-25,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
168.3,Sep-25,Sep-25,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
153.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
138.9,Sep-25,Sep-25,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
118.5,Sep-25,Sep-25,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
156.3,Sep-25,Sep-25,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
146,Sep-25,Sep-25,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
142.7,Sep-25,Sep-25,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
124.6,Sep-25,Sep-25,K02000001,United Kingdom,CP031,03.1 Clothing
145.9,Sep-25,Sep-25,K02000001,United Kingdom,CP0951,09.5.1 Books
147.2,Sep-25,Sep-25,K02000001,United Kingdom,CP0452,04.5.2 Gas
119,Sep-25,Sep-25,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
109.8,Sep-25,Sep-25,K02000001,United Kingdom,CP127,12.7 Other services (nec)
122.3,Sep-25,Sep-25,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
118.8,Sep-25,Sep-25,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
164.4,Sep-25,Sep-25,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
133.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
119,Sep-25,Sep-25,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
149.8,Sep-25,Sep-25,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
122.7,Sep-25,Sep-25,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles
137.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
117,Sep-25,Sep-25,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
132.8,Sep-25,Sep-25,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
138.9,Sep-25,Sep-25,K02000001,United Kingdom,CP062,06.2 Out-patient services
144.7,Sep-25,Sep-25,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
189.4,Sep-25,Sep-25,K02000001,United Kingdom,CP0451,04.5.1 Electricity
124.1,Sep-25,Sep-25,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
190.7,Sep-25,Sep-25,K02000001,United Kingdom,CP022,02.2 Tobacco
82.7,Sep-25,Sep-25,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
140.3,Sep-25,Sep-25,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
115.3,Sep-25,Sep-25,K02000001,United Kingdom,CP052,05.2 Household textiles
140.5,Sep-25,Sep-25,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
133.5,Sep-25,Sep-25,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
124.9,Sep-25,Sep-25,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
140.3,Sep-25,Sep-25,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
